Filename Data Waveband Target "Polaroid Angle" Binning Lights
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.169.fits OBJECT V NGC7023_V1 0 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.170.fits OBJECT V NGC7023_V1 400 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.171.fits OBJECT V NGC7023_V1 200 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.172.fits OBJECT V NGC7023_V1 600 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.173.fits OBJECT V NGC7023_V1 0 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.174.fits OBJECT V NGC7023_V1 400 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.175.fits OBJECT V NGC7023_V1 200 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.176.fits OBJECT V NGC7023_V1 600 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.177.fits OBJECT V NGC7023_V1 0 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.178.fits OBJECT V NGC7023_V1 400 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.179.fits OBJECT V NGC7023_V1 200 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.180.fits OBJECT V NGC7023_V1 600 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.181.fits OBJECT V NGC7023_V1 0 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.182.fits OBJECT V NGC7023_V1 400 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.183.fits OBJECT V NGC7023_V1 200 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.184.fits OBJECT V NGC7023_V1 600 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.185.fits OBJECT V NGC7023_V1 0 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.186.fits OBJECT V NGC7023_V1 400 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.187.fits OBJECT V NGC7023_V1 200 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.188.fits OBJECT V NGC7023_V1 600 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.189.fits OBJECT V NGC7023_V1 0 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.190.fits OBJECT V NGC7023_V1 400 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.191.fits OBJECT V NGC7023_V1 200 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.192.fits OBJECT V NGC7023_V1 600 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.193.fits OBJECT V NGC7023_V1 0 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.194.fits OBJECT V NGC7023_V1 400 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.195.fits OBJECT V NGC7023_V1 200 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.196.fits OBJECT V NGC7023_V1 600 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.197.fits OBJECT V NGC7023_V1 0 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.198.fits OBJECT V NGC7023_V1 400 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.199.fits OBJECT V NGC7023_V1 200 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.200.fits OBJECT V NGC7023_V1 600 2 N/A
/home/jordan/ThesisData/PRISM_Data/Raw_data/20150117/PRISM_Images/20150117.201.fits OBJECT V NGC7023_V1 0 2 N/A
